epoch,train_loss,test_rmse,test_mse,test_pearson,test_spearman,test_ci
52,0.30111529330412545,0.6615172357440255,0.43760505,0.8356970303029966,0.7128476537074036,0.8791180833431261
53,0.30780162115891774,0.539628409070276,0.29119882,0.8369354309968272,0.7079611675428201,0.8762370126285977
54,0.3054545472065608,0.583420420571884,0.3403794,0.833618093522061,0.7070008160639839,0.8759321489349159
55,0.31064316431681316,0.8030645429365673,0.64491266,0.8296534585107742,0.7062428047506045,0.8747174421995451
56,0.3060540810227394,0.6122794990286718,0.37488618,0.8304749674681876,0.6934313827432406,0.8682264767292656
57,0.29977624167998634,0.5554804171639315,0.3085585,0.8303131274322647,0.7021234465729709,0.872852254072334
58,0.30350011587142944,0.7784460102658984,0.6059782,0.8351428851518174,0.6887993466548368,0.8656647116614616
59,0.28230972836414975,0.5421276301328307,0.29390237,0.8387842438449239,0.7066722298526881,0.8766380241192486
60,0.28615533709526064,0.5262213453614754,0.2769089,0.8427201594344123,0.7149484511769088,0.8808062091693345
61,0.2838383764028549,0.7396748222034978,0.54711884,0.84606129112935,0.7007946917375616,0.874076654721391
62,0.29391781737407047,0.5932370781196518,0.35193023,0.8351838849988752,0.7081307759636847,0.8758785356571821
63,0.28992580870787305,0.6336917420420328,0.40156522,0.8366520256641969,0.6932123745243237,0.8688516352445379
64,0.28692786395549774,0.5171526329526731,0.26744685,0.8421659479651092,0.7086982999128595,0.8774964300679088
65,0.30126963257789613,0.5991847867927149,0.3590224,0.8345010812109114,0.6978225145413601,0.8714460430829177
66,0.2761425127585729,0.5854198967062827,0.34271646,0.8477091533845318,0.6966113153422114,0.8705276931373818
67,0.28802070319652556,0.5521852711069646,0.30490857,0.8474155855020286,0.6988052097474888,0.8720276779040889
68,0.29139234324296315,0.5812747570631088,0.33788034,0.8428277661781107,0.7016594340076727,0.8731306078796087
69,0.28858645459016163,0.5822040890077329,0.3389616,0.8431035616498203,0.7000736562452342,0.8723111754206664
70,0.2751922984917959,0.5226166109982473,0.27312812,0.8433559359932635,0.7166750153552591,0.881866604625619
71,0.29982533752918245,0.7447937829758959,0.5547178,0.8499247893469214,0.704081076070936,0.8757271919026937
72,0.2970038890838623,0.630493057708879,0.3975215,0.8296692919382904,0.6905816725280589,0.865524644500445
73,0.27489958504835765,0.5349560662528651,0.286178,0.8524096457740159,0.7144749984384053,0.881918239553621
74,0.26988328049580257,0.6974443479096316,0.48642862,0.8375322006927896,0.691943282200494,0.8677372308405731
75,0.2686989322304726,0.6992480735384031,0.48894787,0.8393234564812957,0.7079149359214564,0.8765709580633381
76,0.2717697853843371,0.5351147600783451,0.2863478,0.8335431558030533,0.7071763608141379,0.875813052281057
77,0.27631465196609495,0.5589355809996605,0.31240898,0.8430217411292739,0.7106429556267954,0.8786361573484416
78,0.25814339717229207,0.7016191039157921,0.49226937,0.8232424724721067,0.703140621874869,0.8732087526940178
79,0.26777577996253965,0.5204015913287322,0.27081782,0.8446201959795774,0.7076803270300459,0.8771110475401397
80,0.25986731598774593,0.5863952120548397,0.34385934,0.8382708796663738,0.6831712823533213,0.8624999455953823
81,0.26384466886520386,0.5125292409137958,0.26268622,0.8477516000376475,0.7131079947666509,0.8803149849309101
82,0.26358176916837694,0.5847171026878115,0.3418941,0.8354002555892123,0.70543384999548,0.8757550866339131
83,0.2779781237244606,0.5928681751946596,0.35149267,0.8513345536113412,0.7137474391496544,0.8809328235521744
